Authors,DOI,ISBN,ISSN,Journal,PMCID,PMID,Publication Category,Publication Year,Short Citation,Title
"Hallam SJ, McCutcheon JP",,,,Environmental Microbiology Reports,,25721597,Journal Article,2015.0,Environ Microbiol Rep. 2015 Feb;7(1):26-8.  10.1111/1758-2229.12248.,Microbes don't play solitaire: how cooperation trumps isolation in the microbial world.
"Lim EL, Trinh DL, Scott DW, Chu A, Krzywinski M, Zhao Y, Robertson AG, Mungall AJ, Schein J, Boyle M, Mottok A, Ennishi D, Johnson NA, Steidl C, Connors JM, Morin RD, Gascoyne RD, Marra MA.",10.1186/s13059-014-0568-y,,1474-7596,Genome Biology,PMC4308918,25723320,Journal Article,2015.0,Genome Biol. 2015 Jan 29;16:18.  10.1186/s13059-014-0568-y.,Comprehensive miRNA sequence analysis reveals survival differences in diffuse large B-cell lymphoma patients.
"Geraldes A, Hefer CA, Capron A, Kolosova N, Martinez-Nu",,,,Molecular Ecology,,25728270,Journal Article,2015.0,Mol Ecol. 2015 Jul;24(13):3243-56.  10.1111/mec.13126. Epub 2015 Apr 2.,Recent Y chromosome divergence despite ancient origin of dioecy in poplars (Populus).
"Raherison ES, Giguere I, Caron S, Lamara M, MacKay JJ.",10.1111/nph.13343,,0028-646X,New Phytologist,PMC5024012,25728802,Journal Article,2015.0,New Phytol. 2015 Jul;207(1):172-87.  10.1111/nph.13343,Modular organization of the white spruce (Picea glauca) transcriptome reveals functional organization and evolutionary signatures.
"Du YL, Alkhalaf LM, Ryan KS",10.1073/pnas.1419964112,,0027-8424,Proceedings of The National Academy of Sciences of The United States of America,PMC4352800,25730866,Journal Article,2015.0,Proc Natl Acad Sci U S A. 2015 Mar 3;112(9):9.  10.1073/pnas.1419964112,In vitro reconstitution of indolmycin biosynthesis reveals the molecular basis of oxazolinone assembly.
Dhillon B; Feau N; Aerts AL; Beauseigle S; Bernier L; Copeland A; Foster A; Gill N; Henrissat B; Herath P; LaButti KM; Levasseur A; Lindquist EA; Majoor E; Ohm RA; Pangilinan JL; Pribowo A; Saddler JN; Sakalidis ML; de Vries RP; Grigoriev IV; Goodwin SB; Tanguay P; Hamelin RC.,10.1073/pnas.1424293112,,0027-8424,Proceedings of The National Academy of Sciences of The United States of America,PMC4371944,25733908,Journal Article,2015.0,Proc Natl Acad Sci U S A. 2015 Mar 2. pii: 201424293.,Horizontal gene transfer and gene dosage drives adaptation to wood colonization in a tree pathogen.
"Yang S, Reid G, Challis JR, Kim SO, Gloor GB, Bocking AD",10.3389/fimmu.2015.00062,,,Frontiers in Immunology,PMC4330906,25741339,Journal Article,2015.0,Front Immunol. 2015;6():.  10.3389/fimmu.2015.00062,Is there a role for probiotics in the prevention of preterm birth?
"Medeiros M, Castaneda-Hernandez G, Ross CJ, Carleton BC.",10.3389/fgene.2015.00041,,,Frontiers in Genetics,PMC4332348,25741362,Journal Article,2015.0,Front Genet. 2015 Feb 18;6:41.  10.3389/fgene.2015.00041. eCollection 2015.,Use of pharmacogenomics in pediatric renal transplant recipients.
"Prykhozhij SV, Rajan V, Gaston D, Berman JN",10.1371/journal.pone.0119372,,,PLOS One,PMC4351176,25742428,Journal Article,2015.0,PLoS One. 2015;10(3):3.  10.1371/journal.pone.0119372,CRISPR multitargeter: a web tool to find common and unique CRISPR single guide RNA targets in a set of similar sequences.
"Singh R, Eltis LD",,,,Archives of Biochemistry and Biophysics,,25743546,Journal Article,2015.0,Arch Biochem Biophys. 2015 May 15;574:56-65.  10.1016/j.abb.2015.01.014.,The multihued palette of dye-decolorizing peroxidases.
"Makepeace KA, Serpa JJ, Petrotchenko EV, Borchers CH.",,,,Methods,,25752848,Journal Article,2015.0,Methods. 2015 Nov 1;89:74-8.  10.1016/j.ymeth.2015.02.021,Comprehensive identification of disulfide bonds using non-specific proteinase K digestion and CID-cleavable crosslinking analysis methodology for Orbitrap LC/ESI-MS/MS data.
"Tremlett H, Dai DL, Hollander Z, Kapanen A, Aziz T, Wilson-McManus JE, Tebbutt SJ, Borchers CH, Oger J, Cohen Freue GV.",,,,Journal of Proteomics,,25753122,Journal Article,2015.0,J Proteomics. 2015 Apr 6;118:2-11.  10.1016/j.jprot.2015.02.018.,Serum proteomics in multiple sclerosis disease progression.
"Pourghiasian M, Liu Z, Pan J, Zhang Z, Colpo N, Lin KS, Perrin DM, Benard F.",,,,Bioorganic & Medicinal Chemistry,,25757604,Journal Article,2015.0,Bioorg Med Chem. 2015 Apr 1;23(7):1500-6.  10.1016/j.bmc.2015.02.009,(18)F-AmBF3-MJ9: a novel radiofluorinated bombesin derivative for prostate cancer imaging.
"Yaghoubi H, Lafalce E, Jun D, Jiang X, Beatty JT, Takshi A",,,,Biomacromolecules,,25798701,Journal Article,2015.0,Biomacromolecules. 2015 Apr 13;16(4):4.  10.1021/bm501772x,Large photocurrent response and external quantum efficiency in biophotoelectrochemical cells incorporating reaction center plus light harvesting complexes.
Wlodarska M; Johnston JC; Gardy JL; Tang P,10.1128/CMR.00124-14,,0893-8512,Clinical Microbiology Reviews,PMC4402953,25810419,Journal Article,2015.0,Clin Microbiol Rev. 2015 Apr;28(2):523-39.  10.1128/CMR.00124-14.,A microbiological revolution meets an ancient disease: improving the management of tuberculosis with genomics.
"Silva AC, Ebrahimi-Najafadabi H, McGinitie TM, Casilli A, Pereira HM, Aquino Neto FR, Harynuk JJ.",,,,Analytical and Bioanalytical Chemistry,,25845527,Journal Article,2015.0,Anal Bioanal Chem. 2015 May;407(14):4091-9.  10.1007/s00216-015-8627-0.,Thermodynamic-based retention time predictions of endogenous steroids in comprehensive two-dimensional gas chromatography.
"Jamnik J, Garcia-Bailo B, Borchers CH, El-Sohemy A.",,,,Journal of Nutrition,,25855121,Journal Article,2015.0,J Nutr. 2015 Jun;145(6):1256-62.  10.3945/jn.115.212829.,Gluten Intake Is Positively Associated with Plasma ?2-Macroglobulin in Young Adults.
"Percy AJ, Yang J, Hardie DB, Chambers AG, Tamura-Wells J, Borchers CH.",,,,Methods,,25858257,Journal Article,2015.0,Methods. 2015 Jun 15;81:24-33.  10.1016/j.ymeth.2015.04.001.,Precise quantitation of 136 urinary proteins by LC/MRM-MS using stable isotope labeled peptides as internal standards for biomarker discovery and/or verification studies.
Law N; Greenberg M; Bouffet E; Laughlin S; Taylor MD; Malkin D; Liu F; Moxon-Emre I; Scantlebury N; Skocic J; Mabbott D.,,,,Human Brain Mapping,,25877482,Journal Article,2015.0,Hum Brain Mapp. 2015 Jul;36(7):2615-28.  10.1002/hbm.22795. Epub 2015 Apr 14.,Visualization and segmentation of reciprocal cerebrocerebellar pathways in the healthy and injured brain.
"Tarailo-Graovac M, Sinclair G, Stockler-Ipsiroglu S, Van Allen M, Rozmus J, Shyr C, Biancheri R, Oh T, Sayson B, Lafek M, Ross CJ, Robinson WP, Wasserman WW, Rossi A, van Karnebeek CD",10.1186/s13023-015-0243-8,,,Orphanet Journal of Rare Diseases,PMC4348372,25885527,Journal Article,2015.0,Orphanet J Rare Dis. 2015 Feb 27;10:23.  10.1186/s13023-015-0243-8.,The genotypic and phenotypic spectrum of PIGA deficiency.
"Sirrs S, van Karnebeek CD, Peng X, Shyr C, Tarailo-Graovac M, Mandal R, Testa D, Dubin D, Carbonetti G, Glynn SE, Sayson B, Robinson WP, Han B, Wishart D, Ross CJ, Wasserman WW, Hurwitz TA, Sinclair G, Kaczocha M.",10.1186/s13023-015-0248-3,,,Orphanet Journal of Rare Diseases,PMC4423390,25885783,Journal Article,2015.0,Orphanet J Rare Dis. 2015 Mar 28;10:38.  10.1186/s13023-015-0248-3.,Defects in fatty acid amide hydrolase 2 in a male with neurologic and psychiatric symptoms.
Nambeesan SU; Mandel JR; Bowers JE; Marek LF; Ebert D; Corbi J; Rieseberg LH; Knapp SJ; Burke JM.,10.1186/s12870-015-0458-9,,,BMC Plant Biology,PMC4407831,25887675,Journal Article,2015.0,BMC Plant Biol. 2015 Mar 11;15:84.  10.1186/s12870-015-0458-9.,Association mapping in sunflower (Helianthus annuus L.) reveals independent control of apical vs. basal branching.
"Xia J, Sinelnikov IV, Han B, Wishart DS.",10.1093/nar/gkv380,,0305-1048,Nucleic Acids Research,PMC4489235,25897128,Journal Article,2015.0,Nucleic Acids Res. 2015 Jul 1;43(W1):W251-7.  10.1093/nar/gkv380.,MetaboAnalyst 3.0--making metabolomics more meaningful.
"Liu H, Sawyer SL, Gos M, Grynspan D, Issa K, Ramphal R, Rotaru C, FORGE Canada Consortium., Majewski J, Boycott KM, Graham G, Bromwich M",,,,American Journal of Medical Genetics Part A,,25899773,Journal Article,2015.0,Am J Med Genet A. 2015 Jun;167(6):6.  10.1002/ajmg.a.36969,Atypical fibrodysplasia ossificans progressiva diagnosed by whole-exome sequencing.
"Mathelier A, Lefebvre C, Zhang AW, Arenillas DJ, Ding J, Wasserman WW, Shah SP",10.1186/s13059-015-0648-7,,1474-7596,Genome Biology,PMC4467049,25903198,Journal Article,2015.0,Genome Biol. 2015 Apr 23;16:84.  10.1186/s13059-015-0648-7.,Cis-regulatory somatic mutations and gene-expression alteration in B-cell lymphomas.
"VanInsberghe D, Maas KR, Cardenas E, Strachan CR, Hallam SJ, Mohn WW",10.1038/ismej.2015.54,,1751-7362,International Society for Microbial Ecology Journal,PMC4611507,25909973,Journal Article,2015.0,ISME J. 2015 Nov;9(11):2435-41.  10.1038/ismej.2015.54,Non-symbiotic Bradyrhizobium ecotypes dominate North American forest soils.
"Cardenas E, Kranabetter JM, Hope G, Maas KR, Hallam S, Mohn WW",10.1038/ismej.2015.57,,1751-7362,International Society for Microbial Ecology Journal,PMC4611510,25909978,Journal Article,2015.0,ISME J. 2015 Nov;9(11):2465-76.  10.1038/ismej.2015.57.,Forest harvesting reduces the soil metagenomic potential for biomass decomposition.
Rungta RL; Choi HB; Tyson JR; Malik A; Dissing-Olesen L; Lin PJ; Cain SM; Cullis PR; Snutch TP; MacVicar BA.,,,,Cell,,25910210,Journal Article,2015.0,Cell. 2015 Apr 23;161(3):610-21.  10.1016/j.cell.2015.03.029.,The Cellular Mechanisms of Neuronal Swelling Underlying Cytotoxic Edema
"Dhillon BK, Laird MR, Shay JA, Winsor GL, Lo R, Nizam F, Pereira SK, Waglechner N, McArthur AG, Langille MG, Brinkman FS.",10.1093/nar/gkv401,,0305-1048,Nucleic Acids Research,PMC4489224,25916842,Journal Article,2015.0,Nucleic Acids Res. 2015 Jul 1;43(W1):W104-8.  10.1093/nar/gkv401. Epub 2015 Apr 27.,"IslandViewer 3: more flexible, interactive genomic island discovery, visualization and analysis."
"Olmstead AD, Joy JB, Montoya V, Luo I, Poon AF, Jacka B, Lamoury F, Applegate T, Montaner J, Khudyakov Y, Grebely J, Cook D, Harrigan PR, Krajden M.",,,,"Infection, Genetics and Evolution",,25917496,Journal Article,2015.0,Infect Genet Evol. 2015 Jul;33:101-9.  10.1016/j.meegid.2015.04.017,A molecular phylogenetics-based approach for identifying recent hepatitis C virus transmission events.
"Mohamadi H, Vandervalk BP, Raymond A, Jackman SD, Chu J, Breshears CP, Birol I.",10.1371/journal.pone.0126409,,,PLOS One,PMC4414605,25923767,Journal Article,2015.0,PLoS One. 2015 Apr 29;10(4):e0126409.  10.1371/journal.pone.0126409. eCollection 2015.,DIDA: Distributed Indexing Dispatched Alignment.
"Liu Y, Liang Y, Wishart D.",10.1093/nar/gkv383,,0305-1048,Nucleic Acids Research,PMC4489268,25925572,Journal Article,2015.0,Nucleic Acids Res. 2015 Jul 1;43(W1):W535-42.  10.1093/nar/gkv383.,"PolySearch2: a significantly improved text-mining system for discovering associations between human diseases, genes, drugs, metabolites, toxins and more."
"Frosk P, Chodirker B, Simard L, El-Matary W, Hanlon-Dearman A, Schwartzentruber J, Majewski J, FORGE Canada Consortium., Rockman-Greenberg C",10.1186/s12881-015-0175-0,,,BMC Medical Genetics,PMC4630843,25925991,Journal Article,2015.0,BMC Med Genet. 2015 Apr 30;16():.  10.1186/s12881-015-0175-0,A novel CCBE1 mutation leading to a mild form of hennekam syndrome: case report and review of the literature.
"Pan J, Zhang S, Chou A, Hardie DB, Borchers CH.",,,,Analytical Chemistry,,25927482,Journal Article,2015.0,Anal Chem. 2015 Jun 16;87(12):5884-90.  10.1021/ac504809r,Fast Comparative Structural Characterization of Intact Therapeutic Antibodies Using Hydrogen-Deuterium Exchange and Electron Transfer Dissociation.
"Pon A, Jewison T, Su Y, Liang Y, Knox C, Maciejewski A, Wilson M, Wishart DS.",10.1093/nar/gkv399,,0305-1048,Nucleic Acids Research,PMC4489271,25934797,Journal Article,2015.0,Nucleic Acids Res. 2015 Jul 1;43(W1):W552-9.  10.1093/nar/gkv399.,Pathways with PathWhiz.
"Uyaguari-Diaz MI, Slobodan JR, Nesbitt MJ, Croxen MA, Isaac-Renton J, Prystajecky NA, Tang P.",10.3791/52685,,,Journal of Visualized Experiments,PMC4541569,25938488,Journal Article,2015.0,J Vis Exp. 2015 Apr 17;(98).  10.3791/52685.,Automated Gel Size Selection to Improve the Quality of Next-generation Sequencing Libraries Prepared from Environmental Water Samples.
Renaut S; Rieseberg LH.,,,,Molecular Biology and Evolution,,25939650,Journal Article,2015.0,Mol Biol Evol. 2015 May 4. pii: msv106. [Epub ahead of print],The Accumulation of Deleterious Mutations as a Consequence of Domestication and Improvement in Sunflowers and Other Compositae Crops.
"Boycott K, Hartley T, Adam S, Bernier F, Chong K, Fernandez BA, Friedman JM, Geraghty MT, Hume S, Knoppers BM, Laberge AM, Majewski J, Mendoza-Londono R, Meyn MS, Michaud JL, Nelson TN, Richer J, Sadikovic B, Skidmore DL, Stockley T, Taylor S, van Karnebeek C, Zawati MH, Lauzon J, Armour CM, Canadian College of Medical Geneticists.",10.1136/jmedgenet-2015-103144,,0022-2593,Journal of Medical Genetics,PMC4501167,25951830,Journal Article,2015.0,J Med Genet. 2015 Jul;52(7):7.  10.1136/jmedgenet-2015-103144,The clinical application of genome-wide sequencing for monogenic diseases in Canada: Position Statement of the Canadian College of Medical Geneticists.
"Frias S, Bryan K, Brinkman FS, Lynn DJ",10.1093/database/bav041,,,Database (Oxford),PMC4423409,25953080,Journal Article,2015.0,Database (Oxford). 2015;2015():.  10.1093/database/bav041,CerebralWeb: a Cytoscape.js plug-in to visualize networks stratified by subcellular localization.
"Smolina K, Weymann D, Morgan S, Ross C, Carleton B.",,,,The Journal of the American Medical Association,,25965237,Journal Article,2015.0,JAMA. 2015 May 12;313(18):1861-2.  10.1001/jama.2015.3642.,Association between regulatory advisories and codeine prescribing to postpartum women.
"Hafsa NE, Arndt D, Wishart DS.",10.1093/nar/gkv494,,0305-1048,Nucleic Acids Research,PMC4489240,25979265,Journal Article,2015.0,Nucleic Acids Res. 2015 Jul 1;43(W1):W370-7.  10.1093/nar/gkv494,CSI 3.0: a web server for identifying secondary and super-secondary structure in proteins using NMR chemical shifts.
"Bisanz JE, Enos MK, PrayGod G, Seney S, Macklaim JM, Chilton S, Willner D, Knight R, Fusch C, Fusch G, Gloor GB, Burton JP, Reid G",10.1128/AEM.00780-15,,0099-2240,Applied and Environmental Microbiology,PMC4495201,25979893,Journal Article,2015.0,Appl Environ Microbiol. 2015 Aug;81(15):15.  10.1128/AEM.00780-15,Microbiota at Multiple Body Sites during Pregnancy in a Rural Tanzanian Population and Effects of Moringa-Supplemented Probiotic Yogurt.
"Ewing AD, Houlahan KE, Hu Y, Ellrott K, Caloian C, Yamaguchi TN, Bare JC, P'ng C, Waggott D, Sabelnykova VY; ICGC-TCGA DREAM Somatic Mutation Calling Challenge participants, Kellen MR, Norman TC, Haussler D, Friend SH, Stolovitzky G, Margolin AA, Stuart JM, Boutros PC.",10.1038/nmeth.3407,,1548-7091,Nature Methods,PMC4856034,25984700,Journal Article,2015.0,Nat Methods. 2015 Jul;12(7):623-30.  10.1038/nmeth.3407. Epub 2015 May 18.,Combining tumor genome simulation with crowdsourcing to benchmark somatic single-nucleotide-variant detection.
"Yang K, Hashemi Z, Han W, Jin A, Yang H, Ozga J, Li L, Chan CB.",,,,Journal of Nutritional Biochemistry,,25987165,Journal Article,2015.0,J Nutr Biochem. 2015 Aug;26(8):850-9.  10.1016/j.jnutbio.2015.03.002.,Hydrolysis enhances bioavailability of proanthocyanidin-derived metabolites and improves ?-cell function in glucose intolerant rats.
"Genereaux D, van Karnebeek CD, Birch PH",,,,Disability and Health Journal,,25991418,Journal Article,2015.0,Disabil Health J. 2015 Oct;8(4):4.  10.1016/j.dhjo.2015.03.011,Costs of caring for children with an intellectual developmental disorder.
Scott DW,,,,American Society of Clinical Oncology - Educational Book,,25993210,Journal Article,2015.0,Am Soc Clin Oncol Educ Book. 2015:e458-66.  10.14694/EdBook_AM.2015.35.e458.,Cell-of-Origin in Diffuse Large B-Cell Lymphoma: Are the Assays Ready for the Clinic?
"Pinard D, Mizrachi E, Hefer CA, Kersting AR, Joubert F, Douglas CJ, Mansfield SD, Myburg AA.",10.1186/s12864-015-1571-8,,,BMC Genomics,PMC4440533,25994181,Journal Article,2015.0,BMC Genomics. 2015 May 22;16:402.  10.1186/s12864-015-1571-8.,Comparative analysis of plant carbohydrate active enZymes and their role in xylogenesis.
"Zerbe P, Bohlmann J.",,,,Trends in Biotechnology,,26003209,Journal Article,2015.0,Trends Biotechnol. 2015 Jul;33(7):419-28.  10.1016/j.tibtech.2015.04.006.,Plant diterpene synthases: exploring modularity and metabolic diversity for bioengineering.
"Boutros PC, Fraser M, Harding NJ, de Borja R, Trudel D, Lalonde E, Meng A, Hennings-Yeomans PH, McPherson A, Sabelnykova VY, Zia A, Fox NS, Livingstone J, Shiah YJ, Wang J, Beck TA, Have CL, Chong T, Sam M, Johns J, Timms L, Buchner N, Wong A, Watson JD, Simmons TT, P'ng C, Zafarana G, Nguyen F, Luo X, Chu KC, Prokopec SD, Sykes J, Dal Pra A, Berlin A, Brown A, Chan-Seng-Yue MA, Yousif F, Denroche RE, Chong LC, Chen GM, Jung E, Fung C, Starmans MH, Chen H, Govind SK, Hawley J, D'Costa A, Pintilie M, Waggott D, Hach F, Lambin P, Muthuswamy LB, Cooper C, Eeles R, Neal D, Tetu B, Sahinalp C, Stein LD, Fleshner N, Shah SP, Collins CC, Hudson TJ, McPherson JD, van der Kwast T, Bristow RG.",,,,Nature Genetics,,26005866,Journal Article,2015.0,Nat Genet. 2015 Jul;47(7):736-45.  10.1038/ng.3315. Epub 2015 May 25.,"Spatial genomic heterogeneity within localized, multifocal prostate cancer."
"Brar S, Tsui CK, Dhillon B, Bergeron MJ, Joly DL, Zambino PJ, El-Kassaby YA, Hamelin RC.",10.1371/journal.pone.0127916,,,PLOS One,PMC4444259,26010250,Journal Article,2015.0,PLoS One. 2015 May 26;10(5):e0127916.  10.1371/journal.pone.0127916.,"Colonization history, host distribution, anthropogenic influence and landscape features shape populations of white pine blister rust, an invasive alien tree pathogen."
"Zordoky BN, Sung MM, Ezekowitz J, Mandal R, Han B, Bjorndahl TC, Bouatra S, Anderson T, Oudit GY, Wishart DS, Dyck JR; Alberta HEART.",10.1371/journal.pone.0124844,,,PLOS One,PMC4444296,26010610,Journal Article,2015.0,PLoS One. 2015 May 26;10(5):e0124844.  10.1371/journal.pone.0124844.,Metabolomic fingerprint of heart failure with preserved ejection fraction.
"Ravanbakhsh S, Liu P, Bjorndahl TC, Mandal R, Grant JR, Wilson M, Eisner R, Sinelnikov I, Hu X, Luchinat C, Greiner R, Wishart DS.",10.1371/journal.pone.0124219,,,PLOS One,PMC4446368,26017271,Journal Article,2015.0,PLoS One. 2015 May 27;10(5):e0124219.  10.1371/journal.pone.0124219.,"Accurate, fully-automated NMR spectral profiling for metabolomics."
"Warren RL, Keeling CI, Yuen MM, Raymond A, Taylor GA, Vandervalk BP, Mohamadi H, Paulino D, Chiu R, Jackman SD, Robertson G, Yang C, Boyle B, Hoffmann M, Weigel D, Nelson DR, Ritland C, Isabel N, Jaquish B, Yanchuk A, Bousquet J, Jones SJ, MacKay J, Birol I, Bohlmann J.",,,,Plant Journal,,26017574,Journal Article,2015.0,Plant J. 2015 Jul;83(2):189-212.  10.1111/tpj.12886.,Improved white spruce (Picea glauca) genome assemblies and annotation of large gene families of conifer terpenoid and phenolic defense metabolism.
