,Publication Category,Publication Year,PMID,DOI,Authors,Title,Journal,Short Citation
1378,Journal Article,2013,23759433,,"Gourlay K, Hu J, Arantes V, Andberg M, Saloheimo M, Penttil",Swollenin aids in the amorphogenesis step during the enzymatic hydrolysis of pretreated biomass.,Bioresource Technology,Bioresour Technol. 2013 Aug;142:498-503.  10.1016/j.biortech.2013.05.053.
1379,Journal Article,2013,23761789,,"Agrawal A, Gieg LM.",In situ detection of anaerobic alkane metabolites in subsurface environments.,Frontiers in Microbiology,Front Microbiol. 2013 Jun 4;4:140.  10.3389/fmicb.2013.00140. eCollection 2013.
1380,Journal Article,2013,23765619,,Kuzyk MA; Parker CE; Domanski D; Borchers CH,Development of MRM-based assays for the absolute quantitation of plasma proteins.,,Methods Mol Biol. 2013;1023:53-82.  10.1007/978-1-4614-7209-4_4.
1381,Journal Article,2013,23766290,,Xia J; Fjell CD; Mayer ML; Pena OM; Wishart DS; Hancock RE,INMEX--a web-based tool for integrative meta-analysis of expression data.,,Nucleic Acids Res. 2013 Jul;41(Web Server issue):W63-70.  10.1093/nar/gkt338. Epub 2013 Jun 12.
1382,Journal Article,2013,23770914,,"Callbeck CM, Agrawal A, Voordouw G.",Acetate production from oil under sulfate-reducing conditions in bioreactors injected with sulfate and nitrate.,Applied and Environmental Microbiology,Appl Environ Microbiol. 2013 Aug;79(16):5059-68.  10.1128/AEM.01251-13.
1383,Journal Article,2013,23771019,,Lallous N; Dalal K; Cherkasov A; Rennie PS,Targeting alternative sites on the androgen receptor to treat castration-resistant prostate cancer.,,Int J Mol Sci. 2013 Jun 14;14(6):12496-519.  10.3390/ijms140612496.
1384,Journal Article,2013,23778793,,"Brown EM, Sadarangani M, Finlay BB",The role of the immune system in governing host-microbe interactions in the intestine.,Nature Immunology,Nat Immunol. 2013 Jul;14(7):7.  10.1038/ni.2611
1385,Journal Article,2013,23793442,,LeBlanc MA; Penney LS; Gaston D; Shi Y; Aberg E; Nightingale M; Jiang H; Gillett RM; Fahiminiya S; Macgillivray C; Wood EP; Acott PD; Khan MN; Samuels ME; Majewski J; Orr A; McMaster CR; Bedard K,A novel rearrangement of occludin causes brain calcification and renal dysfunction.,,Hum Genet. 2013 Nov;132(11):1223-34.  10.1007/s00439-013-1327-y. Epub 2013 Jun 21.
1386,Journal Article,2013,23796154,,Lin D; Cohen Freue G; Hollander Z; John Mancini GB; Sasaki M; Mui A; Wilson-McManus J; Ignaszewski A; Imai C; Meredith A; Balshaw R; Ng RT; Keown PA; Robert McMaster W; Carere R; Webb JG; McManus BM,Plasma protein biosignatures for detection of cardiac allograft vasculopathy.,,J Heart Lung Transplant. 2013 Jul;32(7):723-33.  10.1016/j.healun.2013.04.011.
1387,Journal Article,2013,23800136,,Konwar KM; Hanson NW; Page AP; Hallam SJ,MetaPathways: a modular pipeline for constructing pathway/genome databases from environmental sequence information.,,BMC Bioinformatics. 2013 Jun 21;14:202.  10.1186/1471-2105-14-202.
1388,Journal Article,2013,23805831,,Herder M,When everyone is an orphan: against adopting a U.S.-styled orphan drug policy in Canada.,Accountability in Research,Account Res. 2013;20(4):4.  10.1080/08989621.2013.793120
1389,Journal Article,2014,23806606,,Percy AJ; Chambers AG; Yang J; Hardie DB; Borchers CH,Advances in multiplexed MRM-based protein biomarker quantitation toward clinical utility.,a - other journal,Biochim Biophys Acta. 2014 May;1844(5):917-26.  10.1016/j.bbapap.2013.06.008. Epub 2013 Jun 25.
1390,Journal Article,2013,23807433,,"Boone CK, Keefover-Ring K, Mapes AC, Adams AS, Bohlmann J, Raffa KF.",Bacteria associated with a tree-killing insect reduce concentrations of plant defense compounds.,Journal of Chemical Ecology,J Chem Ecol. 2013 Jul;39(7):1003-6.  10.1007/s10886-013-0313-0.
1391,Journal Article,2013,23809614,,Scherer A; Gunther OP; Balshaw RF; Hollander Z; Wilson-McManus J; Ng R; McMaster WR; McManus BM; Keown PA,Alteration of human blood cell transcriptome in uremia.,,BMC Med Genomics. 2013 Jun 28;6(1):23.  10.1186/1755-8794-6-23.
1392,Journal Article,2013,23810382,,Dyment DA; Smith AC; Alcantara D; Schwartzentruber JA; Basel-Vanagaite L; Curry CJ; Temple IK; Reardon W; Mansour S; Haq MR; Gilbert R; Lehmann OJ; Vanstone MR; Beaulieu CL; Majewski J; Bulman DE; O'Driscoll M; Boycott KM; Innes AM,Mutations in PIK3R1 cause SHORT syndrome.,,Am J Hum Genet. 2013 Jul 11;93(1):158-66.  10.1016/j.ajhg.2013.06.005. Epub 2013 Jun 27.
1393,Journal Article,2013,23817572,,Jones DT; Hutter B; J,Recurrent somatic alterations of FGFR1 and NTRK2 in pilocytic astrocytoma.,Nature Genetics,Nat Genet. 2013 Aug;45(8):927-32.  10.1038/ng.2682. Epub 2013 Jun 30.
1394,Journal Article,2013,23819473,,White AK; Heyries KA; Doolin C; VanInsberghe M; Hansen CL,High-throughput microfluidic single-cell digital polymerase chain reaction.,,Anal Chem. 2013 Aug 6;85(15):7182-90.  10.1021/ac400896j. Epub 2013 Jul 24.
1395,Journal Article,2013,23821375,,Chambers AG; Percy AJ; Hardie DB; Borchers CH,Comparison of proteins in whole blood and dried blood spot samples by LC/MS/MS.,,J Am Soc Mass Spectrom. 2013 Sep;24(9):1338-45.  10.1007/s13361-013-0678-x. Epub 2013 Jul 3.
1396,Journal Article,2013,23821499,,Armstrong Z; Withers SG,Synthesis of glycans and glycopolymers through engineered enzymes.,,Biopolymers. 2013 Oct;99(10):666-74.  10.1002/bip.22335.
1397,Journal Article,2013,23822732,,Spidlen J; Barsky A; Breuer K; Carr P; Nazaire MD; Hill BA; Qian Y; Liefeld T; Reich M; Mesirov JP; Wilkinson P; Scheuermann RH; Sekaly RP; Brinkman RR.,GenePattern flow cytometry suite.,Source Code for Biology and Medicine,Source Code Biol Med. 2013 Jul 3;8(1):14.  10.1186/1751-0473-8-14.
1398,Journal Article,2013,23823779,,"McCouch S, Baute GJ, Bradeen J, Bramel P, Bretting PK, Buckler E, Burke JM, Charest D, Cloutier S, Cole G, Dempewolf H, Dingkuhn M, Feuillet C, Gepts P, Grattapaglia D, Guarino L, Jackson S, Knapp S, Langridge P, Lawton-Rauh A, Lijua Q, Lusty C, Michael T, Myles S, Naito K, Nelson RL, Pontarollo R, Richards CM, Rieseberg L, Ross-Ibarra J, Rounsley S, Hamilton RS, Schurr U, Stein N, Tomooka N, van der Knaap E, van Tassel D, Toll J, Valls J, Varshney RK, Ward J, Waugh R, Wenzl P, Zamir D.",Agriculture: Feeding the future.,Nature,Nature. 2013 Jul 4;499(7456):23-4.  10.1038/499023a.
1399,Journal Article,2013,23824325,,Shaw K; Amstutz U; Castro-Pastrana L; Loo TT; Ross CJ; Ito S; Reider MJ; Maher M; Macleod S; Koren G; Hayden MR; Carleton BC,"Pharmacogenomic investigation of adverse drug reactions(ADRs): the ADR prioritization tool, APT.",,J Popul Ther Clin Pharmacol. 2013;20(2):e110-27. Epub 2013 May 3.
1400,Journal Article,2013,23825242,,Dragojlovic N; Einsiedel E,Playing God or just unnatural? Religious beliefs and approval of synthetic biology.,,Public Underst Sci. 2013 Oct;22(7):869-85.  10.1177/0963662512445011. Epub 2012 May 24.
1401,Journal Article,2013,23829473,,Chen Yp; Pettis JS; Zhao Y; Liu X; Tallon LJ; Sadzewicz LD; Li R; Zheng H; Huang S; Zhang X; Hamilton MC; Pernal SF; Melathopoulos AP; Yan X; Evans JD,"Genome sequencing and comparative genomics of honey bee microsporidia, Nosema apis reveal novel insights into host-parasite interactions.",,BMC Genomics. 2013 Jul 5;14:451.  10.1186/1471-2164-14-451.
1402,Journal Article,2013,23829495,,"Rondeau EB, Messmer AM, Sanderson DS, Jantzen SG, von Schalburg KR, Minkley DR, Leong JS, Macdonald GM, Davidsen AE, Parker WA, Mazzola RS, Campbell B, Koop BF.","Genomics of sablefish (Anoplopoma fimbria): expressed genes, mitochondrial phylogeny, linkage map and identification of a putative sex gene.",BMC Genomics,BMC Genomics. 2013 Jul 6;14:452.  10.1186/1471-2164-14-452.
1403,Journal Article,2013,23835272,,Marcadier JL; Smith AM; Pohl D; Schwartzentruber J; Al-Dirbashi OY; Majewski J; Ferdinandusse S; Wanders RJ; Bulman DE; Boycott KM; Chakraborty P; Geraghty MT,Mutations in ALDH6A1 encoding methylmalonate semialdehyde dehydrogenase are associated with dysmyelination and transient methylmalonic aciduria.,,Orphanet J Rare Dis. 2013 Jul 9;8(1):98.
1404,Journal Article,2013,23843979,,Fernandes AD; Macklaim JM; Linn TG; Reid G; Gloor GB,ANOVA-like differential expression (ALDEx) analysis for mixed population RNA-Seq.,,PLoS One. 2013 Jul 2;8(7):e67019.  10.1371/journal.pone.0067019. Print 2013.
1405,Journal Article,2013,23844261,,Chaban B; Albert A; Links MG; Gardy J; Tang P; Hill JE,Characterization of the Upper Respiratory Tract Microbiomes of Patients with Pandemic H1N1 Influenza.,,PLoS One. 2013 Jul 2;8(7):e69559.  10.1371/journal.pone.0069559. Print 2013.
1406,Journal Article,2013,23844659,,Nikkel S; Huang L; Lachman R; Beaulieu C; Schwartzentruber J; Majewski J; Geraghty M; Boycott K,Whole-exome sequencing expands the phenotype of Hunter syndrome.,Clinical Genetics,Clin Genet. 2013 Jul 11.  10.1111/cge.12236.
1407,Journal Article,2013,23857672,,"Razavi M, Johnson LD, Lum JJ, Kruppa G, Anderson NL, Pearson TW.",Quantification of a proteotypic peptide from protein C inhibitor by liquid chromatography-free SISCAPA-MALDI mass spectrometry: application to identification of recurrence of prostate cancer.,Clinical Chemistry,Clin Chem. 2013 Oct;59(10):1514-22.  10.1373/clinchem.2012.199786
1408,Journal Article,2013,23871656,,"Soh J, Dong X, Caffrey SM, Voordouw G, Sensen CW.",Phoenix 2: a locally installable large-scale 16S rRNA gene sequence analysis pipeline with Web interface.,Journal of Biotechnology,J Biotechnol. 2013 Sep 20;167(4):393-403.  10.1016/j.jbiotec.2013.07.004
1409,Journal Article,2013,23878156,,Chan QW; Chan MY; Logan M; Fang Y; Higo H; Foster LJ,Honey bee protein atlas at organ-level resolution.,,Genome Res. 2013 Nov;23(11):1951-60.  10.1101/gr.155994.113. Epub 2013 Jul 22.
1410,Journal Article,2013,23889164,,Porth I; Klapste J; Skyba O; Hannemann J; McKown AD; Guy RD; DiFazio SP; Muchero W; Ranjan P; Tuskan GA; Friedmann MC; Ehlting J; Cronk QC; El-Kassaby YA; Douglas CJ; Mansfield SD,Genome-wide association mapping for wood characteristics in Populus identifies an array of candidate single nucleotide polymorphisms.,New Phytologist,"CaV 3.2 drives sustained burst-firing, which is critical for absence seizure propagation in reticular thalamic neurons."
1411,Journal Article,2013,23889694,,"An D, Caffrey SM, Soh J, Agrawal A, Brown D, Budwill K, Dong X, Dunfield PF, Foght J, Gieg LM, Hallam SJ, Hanson NW, He Z, Jack TR, Klassen J, Konwar KM, Kuatsjah E, Li C, Larter S, Leopatra V, Nesbo CL, Oldenburg T, Page AP, Ramos-Padron E, Rochman FF, Saidi-Mehrabad A, Sensen CW, Sipahimalani P, Song YC, Wilson S, Wolbring G, Wong ML, Voordouw G.",Metagenomics of hydrocarbon resource environments indicates aerobic taxa and genes to be unexpectedly common.,Environmental Science & Technology,Environ Sci Technol. 2013 Sep 17;47(18):10708-17.  10.1021/es4020184.
1412,Journal Article,2013,23895229,,Wang X; Han J; Chou A; Yang J; Pan J; Borchers CH,Hydroxyflavones as a new family of matrices for MALDI tissue imaging.,,Anal Chem. 2013 Aug 6;85(15):7566-73.  10.1021/ac401595a. Epub 2013 Jul 29.
1413,Journal Article,2013,23898824,,Sainsbury PD; Hardiman EM; Ahmad M; Otani H; Seghezzi N; Eltis LD; Bugg TD,Breaking down lignin to high-value chemicals: the conversion of lignocellulose to vanillin in a gene deletion mutant of Rhodococcus jostii RHA1.,,ACS Chem Biol. 2013 Oct 18;8(10):2151-6.  10.1021/cb400505a. Epub 2013 Aug 8.
1414,Journal Article,2013,23906214,,Gerges N; Fontebasso AM; Albrecht S; Faury D; Jabado N,Pediatric high-grade astrocytomas: a distinct neuro-oncological paradigm.,Genome Medicine,Genome Med. 2013 Jul 30;5(7):66.  10.1186/gm470. eCollection 2013.
1415,Journal Article,2013,23906845,,Mewis K; Armstrong Z; Song YC; Baldwin SA; Withers SG; Hallam SJ,Biomining active cellulases from a mining bioremediation system.,,J Biotechnol. 2013 Sep 20;167(4):462-71.  10.1016/j.jbiotec.2013.07.015. Epub 2013 Jul 29.
1416,Journal Article,2013,23911586,,Du YL; Dalisay DS; Andersen RJ; Ryan KS.,"N-carbamoylation of 2,4-diaminobutyrate reroutes the outcome in padanamide biosynthesis.",Chemistry & Biology,Chem Biol. 2013 Aug 22;20(8):1002-11.  10.1016/j.chembiol.2013.06.013. Epub 2013 Aug 1.
1417,Journal Article,2013,23915398,,"Hu J, Arantes V, Pribowo A, Saddler JN.","The synergistic action of accessory enzymes enhances the hydrolytic potential of a ""cellulase mixture"" but is highly substrate specific.",Biotechnology for Biofuels,Biotechnol Biofuels. 2013 Aug 3;6(1):112.  10.1186/1754-6834-6-112.
1418,Journal Article,2013,23918183,,Sarker LS; Demissie ZA; Mahmoud SS,Cloning of a sesquiterpene synthase from Lavandula x intermedia glandular trichomes.,,Planta. 2013 Nov;238(5):983-9.  10.1007/s00425-013-1937-6. Epub 2013 Aug 6.
1419,Journal Article,2013,23920006,,Ye XC; Ng I; Seid-Karbasi P; Imam T; Lee CE; Chen SY; Herman A; Sharma B; Johal G; Gu B; Wasserman WW,Portal for Families Overcoming Neurodevelopmental Disorders (PFOND): Implementation of a Software Framework for Facilitated Community Website Creation by Nontechnical Volunteers.,,JMIR Res Protoc. 2013 Aug 6;2(2):e25.  10.2196/resprot.2675.
1420,Journal Article,2013,23933160,,Percy AJ; Chambers AG; Yang J; Jackson AM; Domanski D; Burkhart J; Sickmann A; Borchers CH,Method and platform standardization in MRM-based quantitative plasma proteomics.,Journal of Proteomics,J Proteomics. 2013 Dec 16;95:66-76.  10.1016/j.jprot.2013.07.026. Epub 2013 Aug 7.
1421,Journal Article,2014,23933161,,Borchers CH; Kast J; Foster LJ; Siu KW; Overall CM; Binkowski TA; Hildebrand WH; Scherer A; Mansoor M; Keown PA,The Human Proteome Organization Chromosome 6 Consortium: integrating chromosome-centric and biology/disease driven strategies.,,J Proteomics. 2014 Apr 4;100:60-7.  10.1016/j.jprot.2013.08.001. Epub 2013 Aug 8.
1422,Journal Article,2013,23937238,,Rutledge RG; Stewart D; Caron S; Overton C; Boyle B; MacKay J; Klimaszewska K,Potential link between biotic defense activation and recalcitrance to induction of somatic embryogenesis in shoot primordia from adult trees of white spruce (Picea glauca).,,BMC Plant Biol. 2013 Aug 12;13:116.  10.1186/1471-2229-13-116.
1423,Journal Article,2013,23938265,,Zoraghi R; Reiner NE.,Protein interaction networks as starting points to identify novel antimicrobial drug targets.,Current Opinion in Microbiology,Curr Opin Microbiol. 2013 Oct;16(5):566-72.  10.1016/j.mib.2013.07.010. Epub 2013 Aug 10.
1424,Journal Article,2013,23939621,,Lariviere L; Plaschka C; Seizl M; Petrotchenko EV; Wenzeck L; Borchers CH; Cramer P,Model of the Mediator middle module based on protein cross-linking.,,Nucleic Acids Res. 2013 Nov 1;41(20):9266-73.  10.1093/nar/gkt704. Epub 2013 Aug 11.
1425,Journal Article,2013,23941359,,Swanson L; Robertson G; Mungall KL; Butterfield YS; Chiu R; Corbett RD; Docking TR; Hogge D; Jackman SD; Moore RA; Mungall AJ; Nip KM; Parker JD; Qian JQ; Raymond A; Sung S; Tam A; Thiessen N; Varhol R; Wang S; Yorukoglu D; Zhao Y; Hoodless PA; Sahinalp SC; Karsan A; Birol I,Barnacle: detecting and characterizing tandem duplications and fusions in transcriptome assemblies.,,BMC Genomics. 2013 Aug 14;14:550.  10.1186/1471-2164-14-550.
1426,Journal Article,2013,23955061,,Lusebrink I; Erbilgin N; Evenden ML;,"The lodgepole x jack pine hybrid zone in Alberta, Canada: a stepping stone for the mountain pine beetle on its journey East across the boreal forest?",Journal of Chemical Ecology,J Chem Ecol. 2013 Sep;39(9):1209-20.  10.1007/s10886-013-0334-8. Epub 2013 Aug 17.
1427,Journal Article,2013,23961999,,Fu F; Cheng VW; Wu Y; Tang Y; Weiner JH; Li L,Comparative proteomic and metabolomic analysis of Staphylococcus warneri SG1 cultured in the presence and absence of butanol.,,J Proteome Res. 2013 Oct 4;12(10):4478-89.  10.1021/pr400533m. Epub 2013 Sep 5.
1428,Journal Article,2013,23967366,,Amaral JJ; Antunes LC; de Macedo CS; Mattos KA; Han J; Pan J; Candea AL; Henriques Md; Ribeiro-Alves M; Borchers CH; Sarno EN; Bozza PT; Finlay BB; Pessolani MC,Metabonomics reveals drastic changes in anti-inflammatory/pro-resolving polyunsaturated fatty acids-derived lipid mediators in leprosy disease.,,PLoS Negl Trop Dis. 2013 Aug 15;7(8):e2381.  10.1371/journal.pntd.0002381. eCollection 2013.
1429,Journal Article,2014,23985741,,"Tamas I, Smirnova AV, He Z, Dunfield PF.",The (d)evolution of methanotrophy in the Beijerinckiaceae--a comparative genomics analysis.,International Society for Microbial Ecology Journal,ISME J. 2014 Feb;8(2):369-82.  10.1038/ismej.2013.145.
1430,Journal Article,2013,23986896,,Geary J; Jardine CG; Guebert J; Bubela T,Access and benefits sharing of genetic resources and associated traditional knowledge in northern Canada: understanding the legal environment and creating effective research agreements.,,Int J Circumpolar Health. 2013 Aug 5;72.  10.3402/ijch.v72i0.21351. eCollection 2013.
1431,Journal Article,2013,23991009,,Chapman MA; Mandel JR; Burke JM,Sequence validation of candidates for selectively important genes in sunflower.,,PLoS One. 2013 Aug 26;8(8):e71941.  10.1371/journal.pone.0071941. eCollection 2013.
1432,Journal Article,2013,24019465,,Yu F; De Luca V,ATP-binding cassette transporter controls leaf surface secretion of anticancer drug components in Catharanthus roseus.,,Proc Natl Acad Sci U S A. 2013 Sep 24;110(39):15830-5.  10.1073/pnas.1307504110. Epub 2013 Sep 9.
1433,Journal Article,2013,24023812,,Bouatra S; Aziat F; Mandal R; Guo AC; Wilson MR; Knox C; Bjorndahl TC; Krishnamurthy R; Saleem F; Liu P; Dame ZT; Poelzer J; Huynh J; Yallou FS; Psychogios N; Dong E; Bogumil R; Roehring C; Wishart DS;,The human urine metabolome.,PLOS One,PLoS One. 2013 Sep 4;8(9):e73076.  10.1371/journal.pone.0073076. eCollection 2013.
1434,Journal Article,2013,24029734,,Di Bella JM; Bao Y; Gloor GB; Burton JP; Reid G,High throughput sequencing methods and analysis for microbiome research.,,J Microbiol Methods. 2013 Dec;95(3):401-14.  10.1016/j.mimet.2013.08.011. Epub 2013 Sep 9.
1435,Journal Article,2013,24039567,,Mathelier A; Wasserman WW,The next generation of transcription factor binding site prediction.,,PLoS Comput Biol. 2013;9(9):e1003214.  10.1371/journal.pcbi.1003214. Epub 2013 Sep 5.
1436,Journal Article,2013,24050114,,Miller RR; Montoya V; Gardy JL; Patrick DM; Tang P,Metagenomics for pathogen detection in public health.,,Genome Med. 2013 Sep 20;5(9):81. eCollection 2013.
1437,Journal Article,2014,24055670,,Dunn G; Harris L; Cook C; Prystajecky N,"A comparative analysis of current microbial water quality risk assessment and management practices in British Columbia and Ontario, Canada.",,Sci Total Environ. 2014 Jan 15;468-469:544-52.  10.1016/j.scitotenv.2013.08.004. Epub 2013 Sep 19.
1438,Journal Article,2013,24065735,,Pavy N; Deschenes A; Blais S; Lavigne P; Beaulieu J; Isabel N; Mackay J; Bousquet J,"The landscape of nucleotide polymorphism among 13,500 genes of the conifer picea glauca, relationships with functions, and comparison with medicago truncatula.",,Genome Biol Evol. 2013;5(10):1910-25.  10.1093/gbe/evt143.
1439,Journal Article,2013,24086109,,Eckle T; Brodsky K; Bonney M; Packard T; Han J; Borchers CH; Mariani TJ; Kominsky DJ; Mittelbronn M; Eltzschig HK,HIF1A reduces acute lung injury by optimizing carbohydrate metabolism in the alveolar epithelium.,,PLoS Biol. 2013 Sep;11(9):e1001665.  10.1371/journal.pbio.1001665. Epub 2013 Sep 24.
